03/06/2026 16:18:10.000,0.272,0.000
03/06/2026 16:18:20.000,0.272,0.001
03/06/2026 16:18:30.000,0.272,0.003
03/06/2026 16:18:40.000,0.272,0.003
03/06/2026 16:18:50.000,0.272,0.004
03/06/2026 16:19:00.000,0.272,0.004
03/06/2026 16:19:10.000,0.272,0.005
03/06/2026 16:19:20.000,0.272,0.005
03/06/2026 16:19:30.000,0.272,0.005
03/06/2026 16:19:40.000,0.272,0.005
03/06/2026 16:19:50.000,0.272,0.005
03/06/2026 16:20:00.000,0.272,0.005
03/06/2026 16:20:10.000,0.272,0.004
03/06/2026 16:20:20.000,0.272,0.004
